INEGI. IX Censo Ejidal 2007,,,,,,,,,
Superficie total de ejidos y comunidades Agrarias segun distribucion interna de la tierra ,,,,,,,,cuadro 1,
por entidad federativa y municipio,,,,,,,,,
entidad_federativa_y_municipio,ejidos_y_comunidades,superficie_total_(ha),distribucion_interna_de_la_tierra_(ha)_superficie_parcelada,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_total,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_uso_comun,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_asentamiento_humano_total,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_asentamiento_humano_reserva_de_crecimiento,otras_superficies_(ha),unidad_de_medida
Santa Maria Teopoxco,     C,7129.0000,2164.0000,1527.0000,1507.0000,20.0000,0.0000,3438.0000,Hectarea
Santa Maria Tepantlali,     C,5347.0000,4479.0000,748.0000,548.0000,200.0000,0.0000,120.0000,Hectarea
Santa Maria Texcatitlan,     C,1954.0000,123.0000,1825.0000,1780.0000,45.0000,3.0000,6.0000,Hectarea
Santa Maria Tlahuitoltepec,     C,16527.0000,6504.0000,9981.0000,9866.0000,115.0000,14.0000,42.0000,Hectarea
Santa Maria Tlalixtac,     C,2564.0000,1540.0000,994.0000,964.0000,30.0000,5.0000,30.0000,Hectarea
Santa Maria Tonameca,     C,49749.0000,16050.0000,32712.0000,32343.0000,369.0000,50.0000,987.0000,Hectarea
Santa Maria Totolapilla,     C,11386.2200,380.0000,10959.2200,10889.2200,70.0000,27.0000,47.0000,Hectarea
Santa Maria Yalina,     C,4824.0000,260.0000,4550.0000,4508.0000,42.0000,0.0000,14.0000,Hectarea
Santa Maria Yolotepec,     C,3457.1000,3197.0000,240.1000,225.1000,15.0000,0.0000,20.0000,Hectarea
Santa Maria Yosoyua,     C,3359.0000,12.0000,3337.0000,3280.0000,57.0000,0.0000,10.0000,Hectarea
Santa Maria Yucuhiti,     C,7314.0000,2548.2500,4734.7500,4692.0000,42.7500,1.0000,31.0000,Hectarea
Santa Maria Zacatepec,     C,46807.0000,36400.0000,10200.0000,10000.0000,200.0000,0.0000,207.0000,Hectarea
Santa Maria Zaniza,     C,16833.8000,3000.0000,13813.8000,13793.8000,20.0000,5.0000,20.0000,Hectarea
Santa Maria Zoquitlan,     C,41500.0000,1500.0000,39980.0000,39950.0000,30.0000,5.0000,20.0000,Hectarea
Santiago Amoltepec,     C,16601.2400,13980.2400,1820.0000,1800.0000,20.0000,0.0000,801.0000,Hectarea
Santiago Apoala,     C,8409.7000,1100.0000,7294.3000,6694.3000,600.0000,0.0000,15.4000,Hectarea
Santiago Astata,     C,18460.0000,24.0000,17306.0000,17042.0000,264.0000,0.0000,1130.0000,Hectarea
Santiago Atitlan,     C,7084.0000,3000.0000,4070.0000,4000.0000,70.0000,0.0000,14.0000,Hectarea
Santiago Ayuquililla,     C,9468.7900,3799.1200,5655.2900,5214.8900,440.4000,4.0000,14.3800,Hectarea
Santiago Cacaloxtepec,     C,4057.0000,76.0000,3974.0000,3250.0000,724.0000,50.0000,7.0000,Hectarea
Santiago Camotlan,4,36392.0000,17605.0000,18247.0000,18107.5000,139.5000,43.5000,540.0000,Hectarea
Santiago Comaltepec,     C,19866.0000,156.0000,19661.0000,19537.0000,124.0000,53.0000,49.0000,Hectarea
Santiago Chazumba,10,18517.3000,2335.9400,16033.1700,15646.1700,387.0000,61.0000,148.1900,Hectarea
Santiago Choapam,6,22241.7300,1233.7300,20026.0000,19907.0000,119.0000,25.0000,982.0000,Hectarea
Santiago del Rio,     C,4513.0000,620.0000,3856.0000,3786.0000,70.0000,10.0000,37.0000,Hectarea
Santiago Huajolotitlan,7,7226.4600,2716.9100,4388.2200,4191.5500,196.6700,35.7800,121.3300,Hectarea
Santiago Huauclilla,4,10052.2600,1064.9300,8909.2100,8834.1500,75.0600,0.0000,78.1200,Hectarea
Santiago Ihuitlan Plumas,     C,4138.0000,1043.0000,3081.0000,3001.0000,80.0000,0.0000,14.0000,Hectarea
Santiago Ixcuintepec,     C,43514.0000,362.0000,42439.0000,42038.0000,401.0000,51.0000,713.0000,Hectarea
Santiago Ixtayutla,7,42046.5900,25713.1700,12845.4200,12548.2400,297.1800,37.0000,3488.0000,Hectarea
Santiago Jamiltepec,6,65578.9300,22163.5300,41774.9300,41264.3700,510.5600,110.0000,1640.4700,Hectarea
Santiago Jocotepec,23,58110.7200,15438.3500,41848.8200,40386.5700,1462.2500,50.0000,823.5500,Hectarea
Santiago Juxtlahuaca,10,66025.0000,14851.0000,45326.0000,42593.5000,2732.5000,1054.0000,5848.0000,Hectarea
Santiago Lachiguiri,     C,45590.0000,4015.0000,41060.0000,40952.0000,108.0000,90.0000,515.0000,Hectarea
Santiago Lalopa,     C,2536.0000,900.0000,1540.0000,1460.0000,80.0000,0.0000,96.0000,Hectarea
Santiago Laollaga,     C,21274.7200,1959.3700,19256.3500,19125.7300,130.6200,0.0000,59.0000,Hectarea
Santiago Laxopa,3,8607.0000,861.0000,7681.0000,7536.0000,145.0000,10.0000,65.0000,Hectarea
Santiago Llano Grande,3,10305.3500,9952.7600,240.9800,83.5000,157.4800,0.0000,111.6100,Hectarea
Santiago Matatlan,3,17412.5200,5374.4200,11630.3000,10630.4700,999.8300,320.0000,407.8000,Hectarea
Santiago Minas,     C,21350.0000,8000.0000,12350.0000,12290.0000,60.0000,0.0000,1000.0000,Hectarea
Santiago Nacaltepec,5,20816.2300,1348.1000,19253.4700,18645.1400,608.3300,5.0000,214.6600,Hectarea
Santiago Nejapilla,     C,2045.0000,1.0000,2042.0000,1920.0000,122.0000,0.0000,2.0000,Hectarea
Santiago Nundiche,     C,4950.0000,2950.0000,1970.0000,1783.0000,187.0000,0.0000,30.0000,Hectarea
Santiago Nuyoo,3,6253.0000,4541.0000,1707.0000,1628.0000,79.0000,18.0000,5.0000,Hectarea
Santiago Pinotepa Nacional,23,68887.5100,65012.2200,2651.4800,1828.5500,822.9300,73.0100,1223.8100,Hectarea
Santiago Suchilquitongo,6,8387.8300,2427.2300,5826.0900,5596.2300,229.8600,69.8000,134.5100,Hectarea
Santiago Tamazola,4,9936.9100,3887.4700,6029.1700,5924.1700,105.0000,0.0000,20.2800,Hectarea
Santiago Tapextla,3,11047.0000,10891.0000,43.0000,0.0000,43.0000,2.0000,113.0000,Hectarea
Villa Tejupam de la Union,     C,14800.0000,844.5700,13942.2500,13795.0000,147.2500,0.0000,13.1800,Hectarea
Santiago Tenango,     C,12221.0000,3666.0000,8232.0000,8110.0000,122.0000,42.0000,323.0000,Hectarea
Santiago Tepetlapa,     C,1357.0000,60.0000,1287.0000,1227.0000,60.0000,0.0000,10.0000,Hectarea
Santiago Tetepec,6,26469.4500,9439.4500,16841.0000,15767.1900,1073.8100,301.0000,189.0000,Hectarea
Santiago Texcalcingo,     C,5000.0000,3615.0000,1345.0000,1250.0000,95.0000,5.0000,40.0000,Hectarea
Santiago Textitlan,     C,31685.0000,1494.0000,29957.0000,29900.0000,57.0000,1.0000,234.0000,Hectarea
Santiago Tilantongo,     C,19210.0000,9500.0000,9500.0000,8500.0000,1000.0000,0.0000,210.0000,Hectarea
Santiago Tillo,     C,1798.2500,1214.7500,547.6500,472.8900,74.7600,0.0000,35.8500,Hectarea
Santiago Tlazoyaltepec,     C,15356.0000,8031.0000,7323.0000,6923.0000,400.0000,0.0000,2.0000,Hectarea
Santiago Xanica,     C,13928.0000,7717.0000,6198.0000,6165.0000,33.0000,6.5000,13.0000,Hectarea
Santiago Xiacui,3,5130.0000,467.0000,4618.0000,4493.0000,125.0000,20.0000,45.0000,Hectarea
Santiago Yaitepec,     C,4769.0000,3379.0000,1290.0000,1129.0000,161.0000,0.0000,100.0000,Hectarea
Santiago Yaveo,8,34205.3300,11077.3300,22848.0000,22621.0000,227.0000,25.0000,280.0000,Hectarea
Santiago Yosondua,4,31576.4600,28240.5300,2605.4900,2477.4900,128.0000,0.0000,730.4400,Hectarea
Santiago Yucuyachi,     C,745.0000,607.0000,134.0000,134.0000,0.0000,0.0000,4.0000,Hectarea
Santiago Zacatepec,3,22443.0000,4712.0000,17579.0000,17481.0000,98.0000,50.0000,152.0000,Hectarea
Santiago Zoochila,     C,350.0000,150.0000,177.0000,161.0000,16.0000,0.0000,23.0000,Hectarea
Nuevo Zoquiapam,     C,9433.0000,384.0000,8989.0000,8917.0000,72.0000,0.0000,60.0000,Hectarea
Santo Domingo Ingenio,     C,21430.0000,12000.0000,9200.0000,9100.0000,100.0000,0.0000,230.0000,Hectarea
Santo Domingo Albarradas,     C,4357.8900,3494.0000,832.6200,742.6200,90.0000,0.0000,31.2700,Hectarea
Santo Domingo Armenta,     C,10245.0000,9979.0000,266.0000,0.0000,266.0000,0.0000,0.0000,Hectarea
Santo Domingo Chihuitan,     C,7268.6300,2156.4400,5022.4000,4490.4400,531.9600,0.0000,89.7900,Hectarea
Santo Domingo de Morelos,     C,10032.6000,4998.0000,5016.6000,4896.6000,120.0000,0.0000,18.0000,Hectarea
Santo Domingo Ixcatlan,     C,1650.0000,716.0000,909.0000,756.0000,153.0000,0.0000,25.0000,Hectarea
Santo Domingo Nuxaa,     C,14980.0000,3500.0000,11389.0000,11245.0000,144.0000,44.0000,91.0000,Hectarea
Santo Domingo Ozolotepec,     C,4400.0000,3148.0000,1248.0000,1241.0000,7.0000,1.0000,4.0000,Hectarea
Santo Domingo Petapa,     C,67000.0000,32.0000,52960.0000,52942.0000,18.0000,8.0000,14008.0000,Hectarea
Santo Domingo Roayaga,     C,11230.5700,140.0000,11034.5700,10963.0700,71.5000,5.0000,56.0000,Hectarea
Santo Domingo Tehuantepec,17,109199.6600,23664.8000,84733.8600,83036.4600,1697.4000,392.4000,801.0000,Hectarea
Santo Domingo Teojomulco,     C,12911.0000,1400.0000,11419.0000,11319.0000,100.0000,0.0000,92.0000,Hectarea
Santo Domingo Tepuxtepec,     C,16615.0000,10000.0000,6570.0000,6500.0000,70.0000,30.0000,45.0000,Hectarea
Santo Domingo Tlatayapam,     C,1176.0000,3.0000,1167.0000,1149.0000,18.0000,0.0000,6.0000,Hectarea
Santo Domingo Tomaltepec,     C,2412.0000,110.0000,2282.0000,2232.0000,50.0000,20.0000,20.0000,Hectarea
Santo Domingo Tonala,4,7438.0000,3353.0000,4032.0000,3871.0000,161.0000,0.0000,53.0000,Hectarea
Santo Domingo Tonaltepec,     C,5162.0000,1100.0000,4047.0000,3917.0000,130.0000,0.0000,15.0000,Hectarea
Santo Domingo Xagacia,     C,6037.0000,450.0000,5575.0000,5556.0000,19.0000,0.0000,12.0000,Hectarea
Santo Domingo Yanhuitlan,     C,7007.7300,2447.1100,4334.7100,4219.7400,114.9700,44.9900,225.9100,Hectarea
Santo Domingo Zanatepec,6,36669.9900,33332.6800,2041.3100,1357.9900,683.3200,22.5900,1296.0000,Hectarea
Santos Reyes Nopala,4,37002.0000,29633.5000,3167.0000,2510.0000,657.0000,61.0000,4201.5000,Hectarea
Santos Reyes Papalo,     C,15795.0000,95.0000,15685.0000,15655.0000,30.0000,12.0000,15.0000,Hectarea
Santos Reyes Tepejillo,     C,5459.0000,1475.0000,3978.0000,3943.0000,35.0000,0.0000,6.0000,Hectarea
Santos Reyes Yucuna,     C,6644.4200,400.2700,6226.9100,6108.5500,118.3600,0.0000,17.2400,Hectarea
Santo Tomas Jalieza,5,5141.8300,918.4400,4140.0200,3718.0200,422.0000,50.0000,83.3700,Hectarea
Santo Tomas Mazaltepec,     C,3854.0000,1634.0000,2200.0000,2000.0000,200.0000,0.0000,20.0000,Hectarea
Santo Tomas Ocotepec,     C,6852.0000,800.0000,6042.0000,6018.0000,24.0000,0.0000,10.0000,Hectarea
San Vicente Coatlan,     C,14050.0000,4145.0000,9883.0000,9762.0000,121.0000,0.0000,22.0000,Hectarea
San Vicente Lachixio,     C,24066.0000,2384.0000,21468.0000,20618.0000,850.0000,550.0000,214.0000,Hectarea
San Vicente Nuñu,     C,7138.0000,791.0000,6279.0000,6213.0000,66.0000,0.0000,68.0000,Hectarea
Silacayoapam,9,21106.0000,2803.0000,18021.0000,17676.0000,345.0000,11.0000,282.0000,Hectarea
Soledad Etla,     C,1500.0000,1190.0000,310.0000,300.0000,10.0000,0.0000,0.0000,Hectarea
Villa de Tamazulapam del Progreso,     C,18004.0000,1436.0000,16512.0000,16376.0000,136.0000,0.0000,56.0000,Hectarea
Tanetze de Zaragoza,     C,10817.0000,10300.0000,497.0000,409.0000,88.0000,0.0000,20.0000,Hectarea
Taniche,     C,849.5000,424.0000,400.0000,310.0000,90.0000,0.0000,25.5000,Hectarea
Tataltepec de Valdes,     C,27958.0000,20360.0000,5240.0000,5209.4000,30.6000,6.0000,2358.0000,Hectarea
Teococuilco de Marcos Perez,     C,10957.0000,13.0000,10904.0000,10818.0000,86.0000,2.0000,40.0000,Hectarea
Teotitlan de Flores Magon,     C,11805.0000,1440.0000,9980.0000,9800.0000,180.0000,50.0000,385.0000,Hectarea
Teotitlan del Valle,     C,10018.1700,4283.1400,5294.4700,5199.8900,94.5800,49.2200,440.5600,Hectarea
Teotongo,     C,5540.0000,300.0000,5225.0000,5200.0000,25.0000,0.0000,15.0000,Hectarea
Tepelmeme Villa de Morelos,     C,57056.2900,20000.0000,37026.2900,36916.2900,110.0000,30.0000,30.0000,Hectarea
Tezoatlan de Segura y Luna,9,44758.5800,13670.7000,30044.6600,28267.2000,1777.4600,0.0000,1043.2200,Hectarea
San Jeronimo Tlacochahuaya,3,3891.7000,1967.9400,1529.1900,1382.2100,146.9900,0.0000,394.5700,Hectarea
Tlacolula de Matamoros,6,14125.1500,643.4900,13447.8400,13317.6800,130.1600,0.0000,33.8200,Hectarea
Tlacotepec Plumas,     C,5600.0000,972.0000,4559.0000,4349.0000,210.0000,0.0000,69.0000,Hectarea
Tlalixtac de Cabrera,     C,8421.6200,2621.6200,5699.0000,5145.0000,554.0000,75.0000,101.0000,Hectarea
Totontepec Villa de Morelos,11,28364.0000,2000.2500,25782.7500,25535.2500,247.5000,55.0000,581.0000,Hectarea
Trinidad Zaachila,5,1732.5000,1617.7500,110.7500,98.0000,12.7500,0.0000,4.0000,Hectarea
La Trinidad Vista Hermosa,     C,1022.0000,438.0000,556.0000,556.0000,0.0000,0.0000,28.0000,Hectarea
Valerio Trujano,     C,5137.4500,707.4700,4376.9800,4270.7800,106.2000,0.0000,53.0000,Hectarea
San Juan Bautista Valle Nacional,24,68298.3200,14556.2200,53225.0000,52479.5000,745.5000,37.5000,517.1000,Hectarea
Villa Diaz Ordaz,3,21612.3000,5627.0000,15770.3000,15660.3000,110.0000,20.0000,215.0000,Hectarea
Yaxe,     C,5999.0300,324.8700,5670.2500,5459.0600,211.1900,0.0000,3.9100,Hectarea
Magdalena Yodocono de Porfirio Diaz,     C,3905.5000,365.0000,3539.3700,3271.3700,268.0000,0.0000,1.1300,Hectarea
Yogana,     C,7997.0000,1747.0000,6230.0000,6140.0000,90.0000,0.0000,20.0000,Hectarea
Yutanduchi de Guerrero,     C,20000.0000,10026.0000,9514.0000,9314.0000,200.0000,0.0000,460.0000,Hectarea
Villa de Zaachila,3,3764.0200,1249.5200,2509.5000,2450.0000,59.5000,0.0000,5.0000,Hectarea
Zapotitlan del Rio,     C,12489.3200,6530.0000,5936.8200,5791.8200,145.0000,20.0000,22.5000,Hectarea
Zapotitlan Lagunas,     C,33324.0000,1.0000,33286.0000,32613.0000,673.0000,0.0000,37.0000,Hectarea
Zapotitlan Palmas,     C,4578.0000,1090.5000,3479.0000,3332.0000,147.0000,40.0000,8.5000,Hectarea
Santa Ines de Zaragoza,     C,8376.0000,2792.0000,5538.0000,5458.0000,80.0000,20.0000,46.0000,Hectarea
Zimatlan de Alvarez,8,76506.7500,8030.3100,64905.9200,64253.3200,652.6000,60.0000,3570.5200,Hectarea
Puebla,1194,1630741.4000,710805.5900,884512.0600,849961.2000,34550.8600,3580.5700,35423.7500,Hectarea
Acajete,8,10642.9500,6339.7000,3812.1300,2948.5300,863.6000,0.0000,491.1200,Hectarea
Acateno,4,1427.5200,1329.8100,68.5000,58.2300,10.2700,2.0000,29.2100,Hectarea
Acatlan,16,25193.0500,13960.0400,10807.3600,10206.6800,600.6700,43.0000,425.6600,Hectarea
Acatzingo,9,7578.5300,5165.2400,2034.6400,1672.1700,362.4700,0.0000,378.6500,Hectarea
Acteopan,     C,4404.8800,1227.0200,2986.2200,2986.2200,0.0000,0.0000,191.6400,Hectarea
Ahuacatlan,     C,1660.0000,893.0000,766.0000,741.0000,25.0000,10.0000,1.0000,Hectarea
Ahuatlan,     C,2148.5300,1666.9500,446.6300,403.2100,43.4200,0.0000,34.9500,Hectarea
Ahuazotepec,6,3979.9600,2029.7800,1816.4100,1640.1600,176.2500,4.0000,133.7700,Hectarea
Ahuehuetitla,3,1974.9200,1615.0400,332.0500,332.0500,0.0000,0.0000,27.8300,Hectarea
Ajalpan,10,41998.6700,19513.3000,21915.3600,21238.5600,676.8000,206.0000,570.0000,Hectarea
Albino Zertuche,     C,910.0000,370.0000,540.0000,540.0000,0.0000,0.0000,0.0000,Hectarea
Aljojuca,4,6166.6000,5338.0600,702.8300,678.6900,24.1400,0.0000,125.7100,Hectarea
Altepexi,     C,2784.0700,2342.4900,271.3300,227.9600,43.3600,0.0000,170.2600,Hectarea
Amixtlan,     C,674.0000,634.0000,40.0000,0.0000,40.0000,0.0000,0.0000,Hectarea
Amozoc,7,9652.9200,5372.0100,3653.0100,1889.8400,1763.1700,0.0000,627.9000,Hectarea
Aquixtla,5,2082.2500,182.0000,1895.2500,1880.2500,15.0000,5.0000,5.0000,Hectarea
Atexcal,9,20623.0000,3527.3200,17028.2500,16373.4700,654.7800,0.0000,67.4300,Hectarea
Atlixco,29,21358.8000,10201.2700,10713.6500,9864.9600,848.6900,4.0000,443.8800,Hectarea
Atoyatempan,     C,711.0000,51.0000,660.0000,660.0000,0.0000,0.0000,0.0000,Hectarea
Atzala,     C,670.0000,432.7500,237.2500,237.2500,0.0000,0.0000,0.0000,Hectarea
Atzitzihuacan,9,9683.8400,6302.4100,3174.5300,2751.7400,422.7900,300.0000,206.9000,Hectarea
Atzitzintla,5,3798.6700,1600.4200,2078.2800,2014.9500,63.3300,0.0000,119.9700,Hectarea
Axutla,     C,1722.8900,95.0000,1495.6600,1458.0400,37.6200,37.6200,132.2300,Hectarea
Ayotoxco de Guerrero,3,2955.2600,2843.5800,78.3600,2.0000,76.3600,3.0000,33.3200,Hectarea
Calpan,3,3213.0000,1163.0000,2031.0000,2028.0000,3.0000,0.0000,19.0000,Hectarea
Caltepec,9,45013.1900,7973.3600,36693.6800,36232.5400,461.1400,10.0000,346.1500,Hectarea
Camocuautla,     C,211.0000,93.0000,112.0000,103.0000,9.0000,0.2000,6.0000,Hectarea
Caxhuacan,     C,140.0000,129.0000,5.0000,0.0000,5.0000,0.0000,6.0000,Hectarea
Coatzingo,     C,11741.2700,1777.6900,9732.0400,9702.1000,29.9400,0.0000,231.5400,Hectarea
Cohetzala,3,9104.9500,1553.5500,7202.9500,6989.0000,213.9500,10.0000,348.4500,Hectarea
Cohuecan,     C,2625.5800,1386.1500,1100.6200,1100.6200,0.0000,0.0000,138.8100,Hectarea
Coronango,3,1413.3000,1328.3000,72.0000,2.0000,70.0000,0.0000,13.0000,Hectarea
Coxcatlan,9,27775.5800,11510.3500,15799.4500,15495.2900,304.1600,104.9000,465.7800,Hectarea
Coyomeapan,3,12119.7000,5539.0000,6424.0000,6342.0000,82.0000,20.0000,156.7000,Hectarea
Coyotepec,4,6352.5300,540.4900,5792.7100,5792.7100,0.0000,0.0000,19.3300,Hectarea
Cuapiaxtla de Madero,     C,588.9200,450.4300,94.7800,23.3900,71.3900,0.0000,43.7100,Hectarea
Cuautempan,     C,987.1300,411.5100,575.6200,575.6200,0.0000,0.0000,0.0000,Hectarea
Cuautinchan,7,4260.8400,2227.2100,1916.2600,1699.7900,216.4700,2.0000,117.3700,Hectarea
Cuautlancingo,3,838.8600,522.9200,175.9600,0.0000,175.9600,0.0000,139.9900,Hectarea
Cuayuca de Andrade,5,4865.7600,4124.0000,699.5000,670.5900,28.9100,0.0000,42.2600,Hectarea
Cuetzalan del Progreso,     C,557.0000,141.0000,381.0000,350.0000,31.0000,31.0000,35.0000,Hectarea
Cuyoaco,11,11186.8500,7703.4300,3213.9200,2960.6100,253.3100,0.0000,269.5000,Hectarea
Chalchicomula de Sesma,24,27476.5600,20990.5200,5156.3300,4663.6100,492.7200,154.2700,1329.7100,Hectarea
Chapulco,     C,13048.8000,628.0000,12326.8000,12266.8000,60.0000,0.0000,94.0000,Hectarea
Chiautla,6,12507.2000,5313.0700,7104.6700,6837.8100,266.8600,30.0000,89.4600,Hectarea
Chiautzingo,5,3888.0100,2324.7900,1333.5900,1153.0900,180.5000,92.0000,229.6300,Hectarea
Chiconcuautla,     C,1273.0000,760.0000,513.0000,477.0000,36.0000,10.0000,0.0000,Hectarea
Chietla,21,23941.0300,10006.6800,13120.4300,12486.0300,634.4000,20.0000,813.9200,Hectarea
Chignahuapan,45,50529.0800,26121.5600,23718.3500,22205.7600,1512.5900,209.5000,689.1700,Hectarea
Chignautla,     C,11739.0000,1197.0000,10508.0000,10453.0000,55.0000,0.0000,34.0000,Hectarea
Chila,4,2111.1000,522.7300,1588.3700,1363.7500,224.6200,144.6200,0.0000,Hectarea
Chila de la Sal,     C,838.0000,594.0000,230.0000,230.0000,0.0000,0.0000,14.0000,Hectarea
Honey,     C,42.0000,37.0000,0.0000,0.0000,0.0000,0.0000,5.0000,Hectarea
Chilchotla,     C,15400.0000,6122.0000,9016.0000,8184.0000,832.0000,0.0000,262.0000,Hectarea
Chinantla,3,2628.1800,998.9800,1571.6200,1542.4900,29.1300,0.0000,57.5800,Hectarea
Domingo Arenas,     C,759.5000,699.0000,28.0000,16.0000,12.0000,0.0000,32.5000,Hectarea
Eloxochitlan,     C,9202.6000,7152.6000,1118.0000,1010.0000,108.0000,0.0000,932.0000,Hectarea
Epatlan,4,5112.0800,3816.7400,1285.1300,1255.4900,29.6400,14.4100,10.2100,Hectarea
Esperanza,9,5799.1100,4580.8000,844.8300,722.3000,122.5300,0.0000,373.4800,Hectarea
Francisco Z. Mena,21,9092.5700,8154.3800,887.4200,621.7300,265.6900,0.0000,50.7700,Hectarea
General Felipe angeles,5,7534.3800,5521.1500,1639.8300,1597.9800,41.8500,0.0400,373.4000,Hectarea
Guadalupe,3,16668.5700,12515.3400,4127.0000,3976.0000,151.0000,2.0000,26.2300,Hectarea
Guadalupe Victoria,10,13461.1200,9148.8200,3954.6800,3858.3800,96.3000,0.0000,357.6200,Hectarea
Huaquechula,26,20088.7100,9348.7200,10009.3800,9562.0900,447.2900,98.0000,730.6200,Hectarea
Huatlatlauca,8,10001.0600,4405.0000,5304.5100,4939.5100,365.0000,5.0000,291.5500,Hectarea
Huauchinango,4,1318.9400,273.2800,1012.7100,927.2600,85.4500,3.0700,32.9500,Hectarea
Huehuetlan el Chico,4,9147.1200,2598.0600,6522.4700,6467.7400,54.7300,13.0000,26.5900,Hectarea
Huejotzingo,11,4299.5700,3200.7600,589.1700,426.7500,162.4200,0.0000,509.6400,Hectarea
Hueytamalco,9,3410.8400,2687.0800,671.6800,572.5900,99.0900,0.0000,52.0800,Hectarea
Hueytlalpan,     C,260.6300,240.9300,16.3000,13.3000,3.0000,0.0000,3.4000,Hectarea
Huitzilan de Serdan,     C,647.2500,626.2500,15.7500,10.7500,5.0000,0.0000,5.2500,Hectarea
Ixcamilpa de Guerrero,4,15114.4500,2810.9000,12286.0800,12138.3500,147.7300,0.0000,17.4700,Hectarea
Ixcaquixtla,7,3832.4300,2782.4700,1014.4000,875.9900,138.4100,23.2700,35.5600,Hectarea
Ixtacamaxtitlan,24,17973.3700,9151.0800,8514.1900,8061.5000,452.7000,25.5000,308.0900,Hectarea
Izucar de Matamoros,26,34903.3900,15885.2500,18453.7200,17803.1600,650.5600,5.0000,564.4300,Hectarea
Jalpan,7,3961.0200,3271.4900,576.9100,418.2200,158.6900,10.0000,112.6200,Hectarea
Jolalpan,9,44951.2500,5712.3400,38899.6800,38803.8300,95.8500,0.0000,339.2300,Hectarea
Jonotla,4,917.6300,717.6300,190.5000,152.0000,38.5000,2.5000,9.5000,Hectarea
Jopala,     C,85.1200,82.3200,0.5300,0.5300,0.0000,0.0000,2.2700,Hectarea
Juan C. Bonilla,     C,818.5000,764.9000,46.6000,0.0000,46.6000,0.0000,7.0000,Hectarea
Juan N. Mendez,3,15254.4700,2106.5000,13127.9700,12899.3000,228.6700,0.0000,20.0000,Hectarea
Lafragua,7,8513.7800,5724.5000,2337.5000,2155.5000,182.0000,0.0000,451.7800,Hectarea
Libres,6,12038.0000,8890.0000,2743.0000,2560.0000,183.0000,0.0000,405.0000,Hectarea
La Magdalena Tlatlauquitepec,     C,1468.8000,300.0000,1162.8000,1159.6000,3.2000,0.0000,6.0000,Hectarea
Mazapiltepec de Juarez,3,5730.0000,3298.0000,2432.0000,2378.0000,54.0000,14.0000,0.0000,Hectarea
Mixtla,     C,326.9700,238.2700,79.0000,79.0000,0.0000,0.0000,9.7000,Hectarea
Molcaxac,9,12877.6100,2779.3600,9828.8400,9755.2200,73.6200,8.9900,269.4100,Hectarea
Cañada Morelos,5,9937.8600,3579.4300,6103.2400,5991.8600,111.3800,11.9800,255.1900,Hectarea
Nicolas Bravo,     C,10557.4500,671.6600,9775.0400,9756.4100,18.6300,0.0000,110.7500,Hectarea
Nopalucan,6,11418.5500,9471.5600,1588.8600,1325.5500,263.3100,0.0000,358.1300,Hectarea
Ocotepec,     C,2421.6600,2149.2800,218.6900,218.6900,0.0000,0.0000,53.6900,Hectarea
Ocoyucan,11,7149.5300,2691.7400,4296.3400,3821.4500,474.8900,7.0000,161.4500,Hectarea
Olintla,     C,410.0000,383.6400,21.0700,0.0000,21.0700,0.0000,5.2900,Hectarea
Oriental,7,17386.0900,8668.4800,8150.3300,7795.4300,354.9000,262.6600,567.2800,Hectarea
Pahuatlan,     C,134.1700,17.2300,116.9400,116.9400,0.0000,0.0000,0.0000,Hectarea
Palmar de Bravo,14,12695.7500,8195.4100,4181.8400,3804.6000,377.2400,52.0000,318.5000,Hectarea
Pantepec,16,5452.5100,5061.4900,317.9800,103.0000,214.9800,4.0000,73.0400,Hectarea
Petlalcingo,8,11948.8400,3377.9800,8526.8600,8316.7100,210.1500,129.0000,44.0000,Hectarea
Piaxtla,5,10195.6300,1957.9000,8125.9800,7708.9800,417.0000,261.0000,111.7500,Hectarea
Puebla,20,16920.5300,11188.5900,5254.6200,4847.4600,407.1600,18.0000,477.3300,Hectarea
