INEGI. IX Censo Ejidal 2007,,,,,,,,,,,,,,,
Total de ejidos y comunidades segun tipo de actividad agropecuaria o forestal,,,,,,,,,,,,,,,CUADRO 18
y forma de explotacion por entidad federativa y municipio,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
entidada_federativa_y _municipio,ejidos_y_comunidades,actividad_agropecuaria_o_forestal_a_total_de_ejidos_y_comunidades_con_actividad_agropecuaria_o_forestal,actividad_agropecuaria_o_forestal_a_agricola_total,actividad_agropecuaria_o_forestal_a_agricola_realizada_por_la_mayoria,actividad_agropecuaria_o_forestal_a_agricola_en_forma_colectiva,actividad_agropecuaria_o_forestal_a_ganadera_total,actividad_agropecuaria_o_forestal_a_ganadera_realizada_por_la_mayoria,actividad_agropecuaria_o_forestal_a_ganadera_en_forma_colectiva,actividad_agropecuaria_o_forestal_a_forestal_total,actividad_agropecuaria_o_forestal_a_forestal_realizada_por_la_mayoria,actividad_agropecuaria_o_forestal_a_forestal_en_forma_colectiva,actividad_agropecuaria_o_forestal_a_recoleccion_total,actividad_agropecuaria_o_forestal_a_realizada_por_la_mayoria,actividad_agropecuaria_o_forestal_a_en_forma_colectiva,sin actividades_de_este_tipo
Totolac,C,C,1,0,0,0,0,0,0,0,0,0,0,0,C
Zitlaltepec de Trinidad Sanchez Santos,3,3,3,3,0,2,1,0,0,0,0,2,0,0,0
Tzompantepec,3,3,3,3,0,2,0,0,0,0,0,0,0,0,0
Xaloztoc,C,C,2,2,1,2,0,0,0,0,0,0,0,0,C
Xaltocan,4,4,4,3,0,4,1,0,0,0,0,1,0,0,0
Papalotla de Xicohtencatl,C,C,1,1,0,0,0,0,0,0,0,0,0,0,C
Xicohtzinco,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
Yauhquemecan,3,3,3,3,1,2,1,0,0,0,0,1,0,0,0
Zacatelco,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
Benito Juarez,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
Emiliano Zapata,C,C,2,2,0,1,0,0,0,0,0,0,0,0,C
Lazaro Cardenas,C,C,2,2,0,1,0,0,0,0,0,0,0,0,C
La Magdalena Tlaltelulco,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
San Damian Texoloc,C,C,1,1,0,1,0,0,0,0,0,1,0,0,C
San Jose Teacalco,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
San Lorenzo Axocomanitla,C,C,1,1,0,0,0,0,0,0,0,0,0,0,C
San Lucas Tecopilco,C,C,1,1,0,1,1,0,0,0,0,1,1,0,C
Santa Ana Nopalucan,C,C,1,1,0,0,0,0,0,0,0,0,0,0,C
Santa Apolonia Teacalco,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
Veracruz de Ignacio de la Llave,3684,3681,3368,2518,125,2941,1618,68,137,104,52,539,348,63,3
Acajete,C,C,2,1,0,1,0,0,0,0,0,0,0,0,C
Acatlan,C,C,1,0,0,1,1,0,0,0,0,1,1,0,C
Acayucan,31,31,31,17,0,31,18,0,0,0,0,1,1,0,0
Actopan,29,29,29,26,1,28,8,2,1,0,0,8,4,1,0
Acula,9,9,7,7,1,8,4,0,2,2,0,0,0,0,0
Acultzingo,16,16,16,15,0,9,8,0,3,3,0,0,0,0,0
Camaron de Tejeda,5,5,5,5,1,5,0,0,0,0,0,5,3,2,0
Alto Lucero de Gutierrez Barrios,16,16,16,14,0,16,13,0,0,0,0,2,0,0,0
Altotonga,16,16,16,13,0,13,2,0,2,2,1,3,1,0,0
Alvarado,19,19,15,7,0,19,13,0,0,0,0,1,1,0,0
Amatitlan,6,6,6,2,0,5,1,0,0,0,0,0,0,0,0
Naranjos Amatlan,11,11,10,6,0,10,7,0,0,0,0,6,3,0,0
Amatlan de los Reyes,19,19,19,18,5,7,0,0,0,0,0,1,0,0,0
angel R. Cabada,21,21,20,16,0,19,10,0,0,0,0,0,0,0,0
La Antigua,11,11,11,10,2,8,1,1,0,0,0,0,0,0,0
Apazapan,5,5,5,5,0,3,1,0,0,0,0,2,2,1,0
Atlahuilco,C,C,0,0,0,0,0,0,1,1,1,0,0,0,C
Atoyac,15,15,15,15,2,3,1,0,1,1,0,3,3,0,0
Atzacan,7,7,7,7,0,1,0,0,1,1,0,1,1,0,0
Atzalan,39,39,38,36,3,26,3,0,3,1,0,3,0,0,0
Tlaltetela,14,14,14,13,3,8,1,0,1,1,0,0,0,0,0
Banderilla,C,C,0,0,0,1,0,0,0,0,0,0,0,0,C
Benito Juarez,23,23,23,22,2,17,1,0,0,0,0,1,1,0,0
Boca del Rio,C,C,0,0,0,3,1,0,0,0,0,0,0,0,C
Calcahualco,4,4,4,3,0,2,0,0,2,2,0,1,1,0,0
Camerino Z. Mendoza,C,C,1,1,0,0,0,0,1,0,0,0,0,0,C
Carrillo Puerto,4,4,4,3,0,1,0,0,0,0,0,0,0,0,0
Catemaco,30,30,26,17,1,27,17,0,0,0,0,13,6,0,0
Cazones,24,24,24,18,1,21,6,0,1,1,0,3,2,0,0
Cerro Azul,7,7,5,1,0,7,7,0,0,0,0,0,0,0,0
Citlaltepetl,C,C,0,0,0,1,0,0,0,0,0,1,0,0,C
Coacoatzintla,3,3,2,1,0,2,0,0,0,0,0,3,2,0,0
Coahuitlan,C,C,2,2,0,0,0,0,1,0,0,1,1,0,C
Coatepec,14,14,14,12,1,7,2,0,1,1,0,5,4,0,0
Coatzacoalcos,8,8,5,1,0,8,7,0,0,0,0,2,1,0,0
Coatzintla,16,16,16,11,0,16,4,0,0,0,0,0,0,0,0
Coetzala,C,C,1,1,1,0,0,0,0,0,0,1,1,0,C
Colipa,3,3,3,0,0,3,3,0,0,0,0,0,0,0,0
Comapa,15,15,15,15,2,11,6,1,0,0,0,10,7,3,0
Cordoba,24,24,24,24,0,6,0,0,0,0,0,0,0,0,0
Cosamaloapan de Carpio,32,32,32,31,1,23,2,1,0,0,0,4,2,1,0
Coscomatepec,4,4,4,4,0,3,0,0,3,1,0,4,1,0,0
Cosoleacaque,16,15,12,7,1,13,8,1,0,0,0,0,0,0,1
Cotaxtla,16,16,14,14,0,15,6,0,0,0,0,1,1,1,0
Coxquihui,5,5,5,5,0,4,0,0,0,0,0,1,0,0,0
Coyutla,8,8,8,6,0,8,2,0,0,0,0,3,2,0,0
Cuichapa,6,6,6,6,1,1,0,0,0,0,0,0,0,0,0
Cuitlahuac,15,15,15,15,2,4,0,0,1,1,0,0,0,0,0
Chacaltianguis,12,12,12,12,0,12,5,0,0,0,0,10,1,0,0
Chalma,16,16,16,14,2,8,1,1,1,1,0,1,1,0,0
Chiconamel,11,11,11,11,0,8,0,0,0,0,0,0,0,0,0
Chiconquiaco,9,9,9,9,0,9,0,0,0,0,0,9,9,0,0
Chicontepec,84,84,84,70,6,57,12,1,1,1,0,2,1,0,0
Chinameca,10,10,10,6,0,10,5,0,0,0,0,3,2,1,0
Chinampa de Gorostiza,7,7,7,4,0,7,3,1,0,0,0,2,2,0,0
Las Choapas,121,121,103,51,0,120,87,3,4,4,2,6,5,0,0
Chocaman,3,3,3,3,0,1,0,0,0,0,0,1,1,0,0
Chontla,12,12,10,4,0,10,3,1,0,0,0,7,2,0,0
Chumatlan,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
Emiliano Zapata,26,26,26,24,2,20,6,2,0,0,0,12,10,1,0
Espinal,20,20,20,18,0,18,4,1,0,0,0,9,6,0,0
Fortin,7,7,7,6,1,1,0,0,0,0,0,5,4,2,0
Gutierrez Zamora,15,15,15,13,0,9,2,0,0,0,0,1,0,0,0
Hidalgotitlan,40,40,30,13,2,39,36,2,0,0,0,7,6,0,0
Huatusco,10,10,10,10,0,4,1,0,0,0,0,6,6,0,0
Huayacocotla,25,25,23,21,1,17,10,0,11,11,11,2,2,1,0
Hueyapan de Ocampo,36,36,36,34,1,33,18,2,0,0,0,4,1,1,0
Huiloapan,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
Ignacio de la Llave,30,30,15,0,0,30,29,1,0,0,0,1,0,0,0
Ilamatlan,15,15,15,15,1,2,1,0,0,0,0,0,0,0,0
Isla,47,47,45,36,3,44,24,1,0,0,0,1,0,0,0
Ixcatepec,9,9,9,8,0,3,1,0,0,0,0,0,0,0,0
Ixhuacan de los Reyes,6,6,6,6,0,5,0,0,3,3,2,3,2,1,0
Ixhuatlan del Cafe,13,13,13,13,0,1,1,0,0,0,0,12,12,0,0
Ixhuatlancillo,3,3,3,3,1,2,1,0,2,2,1,2,2,1,0
Ixhuatlan del Sureste,12,12,7,7,0,12,12,0,0,0,0,0,0,0,0
Ixhuatlan de Madero,69,69,69,65,0,42,4,2,0,0,0,2,0,0,0
Ixmatlahuacan,8,8,7,7,1,8,4,1,0,0,0,1,1,0,0
Ixtaczoquitlan,15,15,15,11,1,3,0,0,1,0,0,5,4,1,0
Jalacingo,17,17,17,16,0,6,0,0,10,9,9,2,2,1,0
Xalapa,10,10,9,7,0,8,0,0,0,0,0,1,1,1,0
Jalcomulco,4,4,4,4,1,3,1,0,0,0,0,2,2,1,0
Jaltipan,14,14,14,12,0,12,8,0,0,0,0,4,2,0,0
Jamapa,12,12,11,5,1,12,11,1,0,0,0,3,2,2,0
Jesus Carranza,52,52,42,24,0,52,50,0,1,0,0,0,0,0,0
Xico,12,12,12,11,1,8,2,0,5,5,2,1,0,0,0
Jilotepec,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0
Juan Rodriguez Clara,46,46,46,39,0,45,44,0,0,0,0,12,7,0,0
Juchique de Ferrer,11,11,11,9,0,11,3,0,0,0,0,3,2,0,0
Lerdo de Tejada,3,3,3,3,0,3,1,0,0,0,0,1,1,0,0
Maltrata,3,3,3,2,0,2,0,0,2,2,1,0,0,0,0
Manlio Fabio Altamirano,28,28,28,25,2,28,17,1,0,0,0,7,5,2,0
Mariano Escobedo,3,3,3,3,0,1,1,0,0,0,0,0,0,0,0
Martinez de la Torre,46,46,46,45,2,22,3,0,0,0,0,1,1,0,0
Mecayapan,14,14,13,10,0,14,6,0,0,0,0,4,1,1,0
Medellin,33,33,23,6,0,33,29,1,0,0,0,2,1,0,0
Miahuatlan,C,C,2,2,0,2,1,0,0,0,0,1,0,0,C
Minatitlan,122,122,111,33,3,117,88,3,0,0,0,13,7,0,0
Misantla,42,42,42,28,0,29,11,0,2,2,0,15,9,0,0
Moloacan,14,14,9,4,0,14,10,0,0,0,0,0,0,0,0
Naolinco,4,4,4,4,0,3,0,0,0,0,0,0,0,0,0
Nautla,19,19,18,10,0,15,8,0,0,0,0,1,0,0,0
Nogales,6,6,6,5,0,4,1,0,3,3,0,0,0,0,0
Oluta,3,3,3,1,0,3,3,0,0,0,0,0,0,0,0
Omealca,24,24,24,24,1,0,0,0,0,0,0,0,0,0,0
Otatitlan,4,4,4,4,0,2,1,1,0,0,0,1,0,0,0
Oteapan,C,C,1,0,0,1,0,0,0,0,0,0,0,0,C
Ozuluama de Mascareñas,39,39,36,23,0,39,31,0,1,1,0,9,5,1,0
Pajapan,10,10,10,0,0,10,10,1,0,0,0,1,1,1,0
Panuco,132,132,117,80,0,127,87,1,1,1,1,14,8,1,0
Papantla,70,70,70,68,1,42,6,1,0,0,0,15,11,0,0
Paso del Macho,27,27,27,27,9,17,0,0,1,1,0,16,16,11,0
Paso de Ovejas,26,26,26,22,1,19,2,0,0,0,0,0,0,0,0
La Perla,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
Perote,20,20,20,18,0,17,7,0,13,8,6,5,3,0,0
Platon Sanchez,11,11,9,4,0,9,6,0,0,0,0,0,0,0,0
Playa Vicente,65,65,58,31,4,63,47,1,0,0,0,2,0,0,0
Las Vigas de Ramirez,4,4,4,4,1,4,3,1,2,2,2,4,4,1,0
Pueblo Viejo,19,19,1,1,0,19,16,0,0,0,0,5,5,0,0
Puente Nacional,28,28,28,27,4,20,14,4,0,0,0,4,4,3,0
Rafael Delgado,C,C,2,1,0,1,0,0,0,0,0,0,0,0,C
Rafael Lucio,C,C,1,0,0,1,1,0,0,0,0,0,0,0,C
Los Reyes,C,C,2,2,0,1,1,1,0,0,0,0,0,0,C
Rio Blanco,C,C,1,1,0,0,0,0,0,0,0,0,0,0,C
Saltabarranca,4,4,4,3,0,4,1,0,0,0,0,0,0,0,0
San Andres Tuxtla,80,79,77,59,3,75,27,2,5,3,1,9,6,0,1
San Juan Evangelista,50,50,44,21,1,49,48,1,0,0,0,3,1,0,0
Santiago Tuxtla,45,45,45,40,2,45,37,0,0,0,0,6,3,0,0
Sayula de Aleman,31,31,11,3,0,31,30,2,0,0,0,0,0,0,0
Soconusco,7,7,7,3,1,7,6,0,0,0,0,0,0,0,0
Soledad Atzompa,C,C,2,2,0,0,0,0,1,1,0,0,0,0,C
Soledad de Doblado,26,26,26,26,0,26,14,0,0,0,0,21,18,0,0
Soteapan,25,25,25,22,1,20,7,0,0,0,0,3,2,0,0
Tamalin,9,9,8,6,0,8,6,0,0,0,0,5,3,0,0
Tamiahua,50,49,38,23,1,46,41,2,0,0,0,5,2,0,1
Tampico Alto,23,23,12,6,0,23,20,0,2,2,0,5,3,0,0
Tancoco,9,9,9,8,1,9,0,0,0,0,0,0,0,0,0
Tantima,18,18,14,5,1,18,17,2,0,0,0,7,1,0,0
Tantoyuca,38,38,36,31,1,31,10,1,0,0,0,12,7,1,0
Castillo de Teayo,26,26,26,25,2,16,7,0,0,0,0,11,6,0,0
Tecolutla,37,37,36,30,0,28,15,0,0,0,0,1,1,0,0
Temapache,108,108,108,91,7,53,15,1,3,2,0,17,14,3,0
Tempoal,39,39,34,20,1,34,22,1,0,0,0,3,3,1,0
Tenampa,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0
Teocelo,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
Tepatlaxco,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
Tepetlan,6,6,6,5,0,6,1,0,1,0,0,5,3,0,0
Tepetzintla,12,12,12,5,0,12,8,0,0,0,0,1,0,0,0
Tequila,C,C,2,1,0,0,0,0,0,0,0,0,0,0,C
Jose Azueta,30,30,29,27,1,26,11,0,0,0,0,2,2,2,0
Texcatepec,5,5,5,5,0,5,1,0,1,0,0,0,0,0,0
Texistepec,21,21,21,8,0,20,15,2,0,0,0,0,0,0,0
Tezonapa,44,44,44,40,5,19,7,4,4,3,0,1,1,0,0
Tierra Blanca,80,80,79,64,2,73,29,0,0,0,0,5,3,0,0
Tihuatlan,64,64,64,61,1,43,14,0,0,0,0,3,0,0,0
Tlacojalpan,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0
Tlacolulan,C,C,2,2,0,2,2,0,0,0,0,0,0,0,C
Tlacotalpan,19,19,19,5,0,18,3,0,0,0,0,2,1,1,0
Tlacotepec de Mejia,C,C,2,2,0,2,0,0,0,0,0,0,0,0,C
Tlachichilco,8,8,8,7,1,8,5,1,3,3,0,2,1,0,0
Tlalixcoyan,56,56,44,14,1,55,42,3,0,0,0,0,0,0,0
Tlalnelhuayocan,C,C,2,1,0,2,1,0,0,0,0,0,0,0,C
Tlapacoyan,16,16,16,14,0,3,0,0,0,0,0,0,0,0,0
Tlilapan,C,C,1,0,0,0,0,0,0,0,0,0,0,0,C
Tomatlan,C,C,2,2,0,0,0,0,0,0,0,0,0,0,C
Tonayan,3,3,3,2,2,2,0,1,0,0,0,2,0,0,0
Totutla,7,7,7,7,2,2,1,0,0,0,0,0,0,0,0
Tuxpam,74,74,69,46,0,71,41,0,3,2,0,8,4,2,0
Tuxtilla,C,C,2,2,0,2,2,0,0,0,0,1,0,0,C
ursulo Galvan,16,16,16,15,0,13,0,0,0,0,0,0,0,0,0
Vega de Alatorre,14,14,9,3,0,13,9,0,1,1,1,2,1,1,0
Veracruz,16,16,8,5,1,16,12,1,0,0,0,1,0,0,0
Villa Aldama,5,5,5,5,0,5,2,0,3,3,3,4,2,0,0
Xoxocotla,C,C,1,1,1,0,0,0,1,1,1,1,1,1,C
Yanga,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0
Yecuatla,3,3,3,3,0,1,1,0,0,0,0,1,0,0,0
Zacualpan,4,4,4,3,0,2,0,0,4,4,4,1,1,1,0
Zentla,3,3,3,3,0,3,1,0,0,0,0,1,1,0,0
Zongolica,16,16,16,16,0,2,2,0,1,1,0,6,2,1,0
Zontecomatlan de Lopez y Fuentes,15,15,15,13,0,12,4,0,1,0,0,0,0,0,0
Zozocolco de Hidalgo,C,C,2,1,0,1,0,0,0,0,0,2,1,0,C
Agua Dulce,14,14,2,0,0,14,12,0,0,0,0,0,0,0,0
El Higo,15,15,13,6,0,15,10,0,0,0,0,0,0,0,0
Nanchital de Lazaro Cardenas del Rio,C,C,1,0,0,1,0,0,0,0,0,0,0,0,C
Tres Valles,41,41,41,38,2,26,5,1,0,0,0,12,11,3,0
Carlos A. Carrillo,10,10,9,9,0,7,1,0,0,0,0,1,0,0,0
Tatahuicapan de Juarez,22,22,21,13,0,22,18,0,2,2,0,0,0,0,0
Uxpanapa,88,88,56,12,0,84,70,1,12,2,3,13,11,2,0
San Rafael,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0
Santiago Sochiapan,C,C,1,0,0,1,1,0,0,0,0,0,0,0,C
Yucatan,722,706,650,456,43,567,169,69,29,19,10,268,173,17,16
Abala,7,7,6,1,0,6,2,1,0,0,0,2,1,0,0
Acanceh,7,7,6,4,2,7,2,2,0,0,0,5,1,1,0
Akil,C,C,1,1,0,0,0,0,0,0,0,1,1,0,C
Baca,C,C,2,1,1,3,0,0,0,0,0,0,0,0,C
Bokoba,C,C,2,2,0,2,0,0,0,0,0,0,0,0,C
Buctzotz,8,8,7,7,1,8,8,1,0,0,0,6,5,1,0
Cacalchen,C,C,1,1,0,2,2,1,0,0,0,1,0,0,C
Calotmul,4,4,4,3,0,4,2,0,2,2,1,3,2,0,0
Cansahcab,5,5,5,1,0,5,0,0,0,0,0,0,0,0,0
Cantamayec,3,3,3,3,0,2,0,0,0,0,0,3,3,1,0
Celestun,C,C,0,0,0,1,0,0,0,0,0,0,0,0,C
Cenotillo,4,4,2,2,0,4,4,1,0,0,0,0,0,0,0
Conkal,3,3,2,0,0,3,0,0,0,0,0,1,0,0,0
Cuncunul,4,4,4,4,0,2,0,0,0,0,0,1,1,1,0
Cuzama,4,4,4,1,0,2,0,0,0,0,0,0,0,0,0
Chacsinkin,C,C,2,2,0,2,0,0,0,0,0,1,1,0,C
Chankom,14,14,14,12,0,10,5,4,1,1,1,10,5,1,0
Chapab,C,C,2,2,0,2,0,0,0,0,0,2,1,0,C
Chemax,17,17,17,17,1,10,2,0,2,2,1,15,13,1,0
Chicxulub Pueblo,3,3,2,0,0,3,1,0,0,0,0,0,0,0,0
Chichimila,7,7,7,6,0,7,3,2,1,1,0,7,6,0,0
Chikindzonot,4,4,4,4,0,2,0,0,0,0,0,1,1,0,0
Chochola,C,C,1,0,0,2,1,1,0,0,0,0,0,0,C
Chumayel,C,C,1,1,0,1,0,1,0,0,0,0,0,0,C
Dzan,C,C,1,1,1,0,0,0,0,0,0,0,0,0,C
Dzemul,3,3,2,0,0,2,0,0,0,0,0,1,0,0,0
Dzidzantun,C,C,2,0,1,2,0,1,0,0,0,0,0,0,C
Dzilam de Bravo,C,C,2,0,0,2,2,0,0,0,0,1,1,0,C
Dzilam Gonzalez,4,4,4,3,0,4,3,0,0,0,0,1,1,0,0
Dzitas,3,3,3,2,0,0,0,0,0,0,0,2,0,0,0
Dzoncauich,C,C,2,2,1,2,1,0,0,0,0,0,0,0,C
Espita,9,9,8,7,0,8,2,0,0,0,0,3,2,0,0
Halacho,8,8,6,2,0,7,1,0,0,0,0,5,0,0,0
Hocaba,4,4,4,4,1,2,0,0,0,0,0,0,0,0,0
Hoctun,3,3,2,1,1,2,0,0,1,0,0,0,0,0,0
Homun,5,5,5,3,0,4,1,3,0,0,0,0,0,0,0
Huhi,C,C,2,2,0,2,0,0,0,0,0,0,0,0,C
Hunucma,7,7,5,3,1,4,2,1,0,0,0,0,0,0,0
Ixil,C,C,1,1,0,1,1,1,0,0,0,1,0,0,C
Izamal,11,10,10,3,1,9,4,2,0,0,0,0,0,0,1
Kanasin,5,3,3,0,0,3,0,0,0,0,0,2,0,0,2
Kantunil,C,C,2,2,0,2,0,0,0,0,0,1,1,0,C
Kaua,C,C,2,2,0,2,0,0,0,0,0,0,0,0,C
Kinchil,C,C,2,0,0,2,1,0,0,0,0,0,0,0,C
Kopoma,C,C,2,2,0,2,2,1,0,0,0,1,1,0,C
Mama,C,C,1,1,0,0,0,0,0,0,0,0,0,0,C
Mani,C,C,2,2,0,0,0,0,0,0,0,0,0,0,C
Maxcanu,14,13,13,8,0,12,2,2,0,0,0,6,1,2,1
Mayapan,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
Merida,46,38,27,1,1,29,1,1,1,0,0,26,9,1,8
Mococha,4,4,3,1,0,4,0,0,0,0,0,1,1,0,0
Motul,20,20,20,9,0,17,2,0,0,0,0,4,2,0,0
Muna,4,4,4,2,0,1,1,0,0,0,0,1,1,0,0
Muxupip,3,3,3,2,0,3,0,2,0,0,0,1,0,0,0
Opichen,C,C,2,1,0,2,0,0,0,0,0,0,0,0,C
Oxkutzcab,6,6,6,6,1,1,0,0,0,0,0,5,4,1,0
Panaba,5,5,4,3,0,5,5,0,0,0,0,3,1,0,0
Peto,30,30,30,27,1,24,7,6,0,0,0,0,0,0,0
Progreso,5,5,1,0,0,4,2,0,0,0,0,4,3,0,0
Quintana Roo,C,C,2,2,0,1,0,1,0,0,0,0,0,0,C
Rio Lagartos,C,C,1,0,0,1,1,0,0,0,0,0,0,0,C
Sacalum,4,4,4,4,0,2,0,0,0,0,0,3,2,1,0
Samahil,5,4,3,1,0,4,1,2,0,0,0,0,0,0,1
Sanahcat,C,C,1,1,0,1,1,0,0,0,0,0,0,0,C
San Felipe,C,C,2,1,0,2,2,0,0,0,0,1,1,0,C
Santa Elena,C,C,2,2,1,0,0,0,0,0,0,0,0,0,C
Seye,4,4,4,0,0,3,0,0,0,0,0,1,0,0,0
Sinanche,6,6,5,3,2,4,2,0,0,0,0,0,0,0,0
Sotuta,4,4,4,4,0,2,0,0,0,0,0,1,1,0,0
Sucila,C,C,1,1,0,2,2,0,0,0,0,0,0,0,C
Sudzal,4,4,4,3,0,3,3,0,0,0,0,1,1,0,0
Suma,3,3,2,1,0,3,1,0,0,0,0,0,0,0,0
Tahdziu,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
Tahmek,3,3,2,1,1,2,0,0,1,0,0,2,0,0,0
Teabo,C,C,1,0,0,0,0,0,0,0,0,1,1,1,C
Tecoh,11,11,11,6,1,10,1,0,0,0,0,1,0,0,0
Tekal de Venegas,3,3,3,2,0,2,0,0,0,0,0,0,0,0,0
Tekanto,5,5,5,3,0,4,0,0,0,0,0,0,0,0,0
Tekax,55,55,54,49,2,50,11,1,6,3,2,30,16,1,0
Tekit,C,C,1,1,0,1,0,1,0,0,0,0,0,0,C
Tekom,4,4,4,4,0,3,0,0,0,0,0,0,0,0,0
Telchac,C,C,1,1,1,1,1,1,0,0,0,0,0,0,C
Telchac Puerto,C,C,1,1,0,1,0,0,1,1,0,1,1,0,C
Temax,6,6,6,4,0,6,4,0,0,0,0,1,0,0,0
Temozon,13,13,13,12,0,13,2,0,0,0,0,6,3,0,0
Tepakan,C,C,2,1,1,1,1,1,0,0,0,0,0,0,C
Tetiz,6,4,2,0,0,4,0,0,0,0,0,0,0,0,2
Teya,C,C,2,1,0,1,0,0,0,0,0,0,0,0,C
Ticul,3,3,3,3,2,1,0,0,1,1,1,0,0,0,0
Timucuy,3,3,3,1,1,3,0,0,0,0,0,0,0,0,0
Tinum,8,8,8,6,0,3,1,0,0,0,0,1,0,0,0
Tixcacalcupul,5,5,5,5,0,2,0,0,1,1,1,0,0,0,0
Tixkokob,12,12,12,1,1,7,0,1,0,0,0,1,0,0,0
Tixmehuac,7,7,7,7,2,6,0,2,0,0,0,7,7,1,0
Tixpehual,5,5,5,2,1,5,1,3,0,0,0,1,0,0,0
Tizimin,73,73,65,54,2,71,36,3,7,5,2,22,17,0,0
Tunkas,7,7,7,4,2,7,3,3,0,0,0,0,0,0,0
Tzucacab,21,21,20,19,0,20,7,2,0,0,0,3,0,0,0
Uayma,3,3,3,3,0,0,0,0,0,0,0,2,2,0,0
Ucu,4,4,3,2,2,3,1,1,0,0,0,0,0,0,0
Uman,18,17,15,4,2,12,1,2,1,0,0,2,1,0,1
Valladolid,22,22,22,20,4,8,4,3,2,2,1,14,13,2,0
Xocchel,C,C,2,2,0,0,0,0,0,0,0,0,0,0,C
Yaxcaba,38,38,37,33,0,33,9,8,1,0,0,37,37,1,0
Yaxkukul,C,C,1,0,0,1,0,0,0,0,0,1,1,0,C
Yobain,C,C,2,1,0,2,1,0,0,0,0,0,0,0,C
Zacatecas,767,767,722,674,37,754,599,25,18,15,9,120,85,14,0
Apozol,6,6,6,2,0,6,3,0,0,0,0,0,0,0,0
Apulco,C,C,1,1,0,1,1,0,0,0,0,0,0,0,C
Atolinga,C,C,0,0,0,1,1,0,0,0,0,0,0,0,C
Benito Juarez,4,4,4,4,0,4,4,0,1,1,0,0,0,0,0
Calera,C,C,2,2,0,1,0,0,0,0,0,0,0,0,C
Cañitas de Felipe Pescador,C,C,3,3,0,3,2,0,0,0,0,0,0,0,C
Concepcion del Oro,18,18,17,16,0,18,15,0,0,0,0,6,3,0,0
Cuauhtemoc,6,6,6,6,1,6,6,1,0,0,0,6,3,1,0
Chalchihuites,5,5,5,4,0,5,5,0,0,0,0,0,0,0,0
Fresnillo,73,73,69,69,1,72,60,1,0,0,0,2,2,0,0
Genaro Codina,7,7,6,5,1,6,6,1,1,0,0,4,3,0,0
General Enrique Estrada,C,C,2,2,0,1,1,0,0,0,0,1,1,0,C
General Francisco R. Murguia,43,43,40,39,0,43,40,0,0,0,0,1,0,0,0
El Plateado de Joaquin Amaro,5,5,3,3,2,5,5,1,0,0,0,2,2,1,0
General Panfilo Natera,12,12,12,11,0,11,3,0,0,0,0,0,0,0,0
Guadalupe,14,14,14,14,0,14,12,0,0,0,0,2,2,1,0
Huanusco,6,6,6,6,0,6,6,0,0,0,0,5,5,0,0
Jalpa,5,5,5,3,0,5,5,0,0,0,0,1,1,0,0
Jerez,42,42,34,29,0,42,32,1,3,3,1,8,4,0,0
Jimenez del Teul,5,5,4,4,0,5,5,0,2,2,2,1,1,0,0
Juan Aldama,6,6,6,6,1,6,4,2,0,0,0,0,0,0,0
Juchipila,4,4,4,3,0,4,2,0,1,1,1,2,1,0,0
Loreto,11,11,11,11,1,10,8,2,0,0,0,3,3,0,0
Luis Moya,7,7,7,6,0,7,6,0,0,0,0,0,0,0,0
Mazapil,69,69,66,63,3,69,65,0,0,0,0,8,8,4,0
Melchor Ocampo,6,6,6,6,0,6,5,0,0,0,0,2,2,1,0
Mezquital del Oro,C,C,1,1,0,1,1,0,0,0,0,0,0,0,C
Miguel Auza,4,4,4,4,0,4,3,2,0,0,0,0,0,0,0
Monte Escobedo,7,7,6,6,0,7,6,0,0,0,0,1,1,0,0
Morelos,3,3,3,3,0,2,0,0,1,1,1,1,1,0,0
Nochistlan de Mejia,C,C,1,0,0,2,0,0,0,0,0,0,0,0,C
Noria de angeles,8,8,8,5,1,7,6,1,0,0,0,0,0,0,0
Ojocaliente,21,21,21,21,3,21,12,3,0,0,0,1,1,0,0
Panuco,6,6,6,6,0,6,4,0,0,0,0,0,0,0,0
Pinos,62,62,62,62,1,62,45,1,1,0,0,12,8,0,0
Rio Grande,33,33,29,25,2,32,12,2,1,1,0,2,2,0,0
