INEGI. IX Censo Ejidal 2007,,,,,,,,,
Superficie de uso comun sin vegetacion,,,,,,,cuadro 11,,
por entidad federativa y municipio,,,,,,,,,
entidad_federativa_y_municipio,ejidos_y_comunidades_con_superficie_de_uso_comun_sin_vegetacion,superficie_sin_vegetacion_(ha),superficies_sin_vegetacion_(ha)_arenales_o_pedregales,superficies_sin_vegetacion_(ha)_ensalitradas,superficies_sin_vegetacion_(ha)_erosionadas,superficies_sin_vegetacion_(ha)_cubiertas_por_agua,superficies_sin_vegetacion_(ha)_otras_superficies,ensalitradas,unidad_de_medida
Jesus Carranza,12,1004.8200,879.7900,0.0000,0.0000,0.0000,125.0300,0.0000,Hectarea
Xico,1,2.8500,1.7100,0.0000,1.1400,0.0000,0.0000,0.0000,Hectarea
Juan Rodriguez Clara,1,22.1600,4.0000,0.0000,0.0000,1.5000,16.6600,0.0000,Hectarea
Maltrata,2,38.1900,28.0000,0.0000,0.0000,0.0000,10.1900,0.0000,Hectarea
Manlio Fabio Altamirano,3,51.4400,15.0900,0.0000,0.0000,0.0600,36.2900,0.0000,Hectarea
Martinez de la Torre,3,818.6700,0.0000,0.0000,0.0000,40.0000,778.6700,0.0000,Hectarea
Miahuatlan,1,38.4500,0.0000,0.0000,0.0000,0.0000,38.4500,0.0000,Hectarea
Minatitlan,19,1359.6800,3.7900,0.0000,0.0000,156.4100,1199.4800,0.0000,Hectarea
Nogales,3,54.0900,38.0900,0.0000,0.0000,0.0000,16.0000,0.0000,Hectarea
Omealca,1,3.2800,3.2800,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Ozuluama de Mascareñas,4,211.9500,4.0400,4.0000,6.0200,26.4800,171.4100,4.0000,Hectarea
Pajapan,1,8.0000,0.0000,0.0000,0.0000,3.0000,5.0000,0.0000,Hectarea
Panuco,14,536.2500,190.6400,70.6300,0.0000,262.0800,12.9000,70.6300,Hectarea
Papantla,1,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,Hectarea
Paso del Macho,1,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Perote,6,807.3900,609.0000,0.0000,0.0000,0.0000,198.3900,0.0000,Hectarea
Platon Sanchez,1,1.7400,0.0000,0.0000,1.0000,0.0000,0.7400,0.0000,Hectarea
Las Vigas de Ramirez,4,126.6700,64.2800,4.6400,23.8300,1.3800,32.5400,4.6400,Hectarea
Pueblo Viejo,2,32.8300,0.0000,15.2200,0.0000,7.6100,10.0000,15.2200,Hectarea
Puente Nacional,2,8.0000,2.0000,0.0000,0.0000,6.0000,0.0000,0.0000,Hectarea
Los Reyes,1,3.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,Hectarea
San Andres Tuxtla,10,228.5200,105.9000,0.0000,0.0000,0.0000,122.6100,0.0000,Hectarea
San Juan Evangelista,1,1.5000,0.0000,0.0000,0.0000,1.0000,0.5000,0.0000,Hectarea
Santiago Tuxtla,2,46.0000,0.0000,0.0000,0.0000,6.0000,40.0000,0.0000,Hectarea
Soledad Atzompa,1,3.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Soledad de Doblado,1,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Soteapan,1,0.2500,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,Hectarea
Tamalin,1,153.3200,0.0000,0.0000,0.0000,9.0500,144.2700,0.0000,Hectarea
Tamiahua,8,1058.2000,3.0000,0.0000,0.0000,824.0000,231.2000,0.0000,Hectarea
Tampico Alto,6,423.4300,273.5000,70.1500,0.0000,15.8200,63.9600,70.1500,Hectarea
Tancoco,1,1.5000,0.0000,0.0000,0.0000,0.0000,1.5000,0.0000,Hectarea
Tantima,2,10.2500,0.0000,0.0000,0.0000,10.0000,0.2500,0.0000,Hectarea
Tantoyuca,1,9.8700,9.8700,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Tecolutla,4,122.0000,2.0000,0.0000,0.0000,112.0000,8.0000,0.0000,Hectarea
Temapache,3,1.3300,0.6100,0.0000,0.0000,0.7200,0.0000,0.0000,Hectarea
Tempoal,1,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Tenampa,1,2.3300,2.3300,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Tepetlan,2,55.3200,26.7900,26.7900,0.0000,0.0000,1.7500,26.7900,Hectarea
Jose Azueta,2,335.0000,37.5000,0.0000,0.0000,47.5000,250.0000,0.0000,Hectarea
Texistepec,1,4.0000,0.0000,0.0000,0.0000,4.0000,0.0000,0.0000,Hectarea
Tezonapa,1,3.7200,0.0000,0.0000,0.0000,3.7200,0.0000,0.0000,Hectarea
Tierra Blanca,1,0.9400,0.0000,0.0000,0.0000,0.1000,0.8400,0.0000,Hectarea
Tihuatlan,2,5.7500,4.7500,1.0000,0.0000,0.0000,0.0000,1.0000,Hectarea
Tlachichilco,1,7.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,Hectarea
Tlapacoyan,1,1.1800,0.0000,0.0000,0.0000,0.0000,1.1800,0.0000,Hectarea
Tlilapan,1,8.6700,8.6700,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Tonayan,2,6.3700,0.0000,0.0000,0.0000,0.0000,6.3700,0.0000,Hectarea
Totutla,1,1.5000,1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Tuxpam,4,75.6000,0.0000,0.0000,0.0000,39.0100,36.5900,0.0000,Hectarea
ursulo Galvan,1,2.6700,2.6700,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Veracruz,1,0.1700,0.0000,0.0000,0.1700,0.0000,0.0000,0.0000,Hectarea
Xoxocotla,1,2.5400,2.5400,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Yecuatla,1,0.4300,0.4300,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Zacualpan,1,88.2100,60.0000,0.0000,0.0000,0.0000,28.2100,0.0000,Hectarea
El Higo,1,10.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,Hectarea
Tres Valles,3,18.8500,3.5100,0.0000,0.0000,5.4600,9.8900,0.0000,Hectarea
Carlos A. Carrillo,1,3.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,Hectarea
Tatahuicapan de Juarez,3,44.4400,4.0000,0.0000,0.0000,5.0000,35.4400,0.0000,Hectarea
Uxpanapa,6,2615.8500,2503.9200,27.2400,0.0000,0.0000,84.6800,27.2400,Hectarea
Yucatan,96,58302.6200,10116.2400,1027.9000,251.8000,2408.1900,44498.5000,1027.9000,Hectarea
Abala,2,2443.6900,0.0000,0.0000,0.0000,0.0000,2443.6900,0.0000,Hectarea
Acanceh,2,144.6800,0.0000,0.0000,0.0000,0.0000,144.6800,0.0000,Hectarea
Akil,1,139.7700,139.7700,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Buctzotz,1,7.7500,0.0000,0.0000,0.0000,0.0000,7.7500,0.0000,Hectarea
Cansahcab,1,0.9800,0.0000,0.0000,0.0000,0.0000,0.9800,0.0000,Hectarea
Conkal,2,59.3000,40.0000,0.0000,5.0000,0.0000,14.3000,0.0000,Hectarea
Chankom,2,2847.7900,0.0000,0.0000,0.0000,0.0000,2847.7900,0.0000,Hectarea
Chapab,1,4.9900,0.0000,0.0000,0.0000,0.0000,4.9900,0.0000,Hectarea
Chemax,6,1172.4800,354.2800,0.0000,0.0000,1.0000,817.2000,0.0000,Hectarea
Chichimila,2,1804.7600,0.6500,0.0000,0.0000,0.0000,1804.1100,0.0000,Hectarea
Dzilam de Bravo,1,8.7800,2.0000,2.0000,2.0000,0.0000,2.7800,2.0000,Hectarea
Halacho,6,3690.6000,461.2600,806.0900,57.5400,806.1600,1559.5500,806.0900,Hectarea
Ixil,1,1039.2000,1.0000,142.1800,142.1800,5.0000,748.8300,142.1800,Hectarea
Izamal,2,1685.2900,35.0300,0.0000,0.0000,0.0000,1650.2600,0.0000,Hectarea
Kopoma,1,88.8600,5.4900,0.0000,0.0000,0.0000,83.3800,0.0000,Hectarea
Maxcanu,8,6460.2300,2532.8300,0.0000,4.0000,0.0000,3923.4000,0.0000,Hectarea
Merida,2,48.0600,48.0600,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Opichen,2,1628.0800,339.9900,0.0000,3.0100,0.0000,1285.0800,0.0000,Hectarea
Oxkutzcab,2,197.5200,38.4600,0.0000,0.0000,0.0000,159.0600,0.0000,Hectarea
Progreso,1,890.3400,4.9700,0.0000,0.0000,0.0000,885.3700,0.0000,Hectarea
Quintana Roo,1,2116.3000,321.0000,0.0000,0.0000,0.0000,1795.3000,0.0000,Hectarea
Sinanche,3,1405.6000,0.0000,14.7800,0.0000,0.0000,1390.8200,14.7800,Hectarea
Tekax,13,961.0000,861.3100,0.0000,0.0000,32.2000,67.4800,0.0000,Hectarea
Telchac,1,42.8700,36.4900,0.0000,0.0000,0.0000,6.3800,0.0000,Hectarea
Temax,2,131.5900,0.0000,0.0000,0.0000,0.0000,131.5900,0.0000,Hectarea
Temozon,2,8.9400,5.2500,0.0000,0.0000,0.0000,3.6900,0.0000,Hectarea
Tinum,2,639.9000,0.0000,0.0000,0.0000,0.0000,639.9000,0.0000,Hectarea
Tizimin,7,15002.7200,1120.1400,61.8300,28.6100,1557.2000,12234.9400,61.8300,Hectarea
Uayma,2,680.6200,0.0000,0.0000,0.0000,0.0000,680.6200,0.0000,Hectarea
Uman,1,380.5400,0.0000,0.0000,0.0000,0.0000,380.5400,0.0000,Hectarea
Valladolid,14,12368.7800,3768.2700,1.0100,9.4600,6.6200,8583.4300,1.0100,Hectarea
Yobain,2,200.6100,0.0000,0.0000,0.0000,0.0000,200.6100,0.0000,Hectarea
Zacatecas,242,122654.6600,62593.2800,7669.1100,4168.8800,4454.3300,43769.0600,7669.1100,Hectarea
Apozol,2,24.9900,24.8600,0.0000,0.0000,0.0000,0.1300,0.0000,Hectarea
Apulco,1,30.2500,30.2500,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Atolinga,1,8.7900,4.8700,0.0000,0.0000,2.9500,0.9700,0.0000,Hectarea
Benito Juarez,1,63.0000,0.0000,0.0000,0.0000,0.0000,63.0000,0.0000,Hectarea
Calera,2,3358.5000,150.0000,0.0000,150.0000,100.0000,2958.5000,0.0000,Hectarea
Cañitas de Felipe Pescador,2,2335.6500,2234.2800,91.3700,0.0000,10.0000,0.0100,91.3700,Hectarea
Concepcion del Oro,9,5156.6600,2683.9800,1944.0900,9.4400,15.9600,503.2100,1944.0900,Hectarea
Cuauhtemoc,2,572.5600,45.0000,0.0000,0.0000,0.0000,527.5600,0.0000,Hectarea
Fresnillo,19,6224.1700,3147.6400,0.0000,29.6900,87.9900,2958.8600,0.0000,Hectarea
Genaro Codina,2,244.5000,244.5000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
General Enrique Estrada,1,2.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
General Francisco R. Murguia,6,1621.7300,1510.4600,26.1800,46.6300,4.6600,33.7900,26.1800,Hectarea
El Plateado de Joaquin Amaro,3,607.4500,415.0000,10.0000,100.0000,40.0000,42.4500,10.0000,Hectarea
General Panfilo Natera,5,239.8400,83.1300,74.9800,0.0000,0.0000,81.7300,74.9800,Hectarea
Guadalupe,9,1669.8400,120.2200,26.9100,75.4300,636.5100,810.7800,26.9100,Hectarea
Jalpa,4,503.0400,190.4800,0.0000,0.0000,15.0000,297.5600,0.0000,Hectarea
Jerez,12,2351.6900,1571.9500,97.6700,4.2200,0.2500,677.6000,97.6700,Hectarea
Jimenez del Teul,2,28.0000,18.0000,0.0000,10.0000,0.0000,0.0000,0.0000,Hectarea
Juan Aldama,1,1.9600,0.0000,0.0000,0.0000,0.0000,1.9600,0.0000,Hectarea
Juchipila,4,123.0700,61.8000,0.7500,60.5300,0.0000,0.0000,0.7500,Hectarea
Loreto,3,824.3200,619.1300,0.0000,0.0000,20.8000,184.3900,0.0000,Hectarea
Mazapil,21,30587.1500,8668.9300,4065.3400,35.0000,3097.6900,14720.1900,4065.3400,Hectarea
Melchor Ocampo,3,10608.7800,10518.5500,56.3200,0.0000,3.0000,30.9000,56.3200,Hectarea
Miguel Auza,3,148.0400,4.0000,0.0000,0.0000,71.3200,72.7200,0.0000,Hectarea
Monte Escobedo,3,42.0000,39.0000,0.0000,2.0000,1.0000,0.0000,0.0000,Hectarea
Morelos,2,53.9300,20.0000,9.0000,15.0000,1.0000,8.9300,9.0000,Hectarea
Ojocaliente,1,29.2800,20.0000,0.0000,0.0000,0.0000,9.2800,0.0000,Hectarea
Panuco,6,94.1400,24.0000,29.0000,19.4700,15.5000,6.1700,29.0000,Hectarea
Pinos,11,5405.8800,3449.3900,5.0000,1951.4900,0.0000,0.0000,5.0000,Hectarea
Rio Grande,12,4417.3300,4377.7400,24.0400,0.0000,10.6400,4.9200,24.0400,Hectarea
Sain Alto,2,88.4300,88.4300,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
El Salvador,1,148.4900,10.0000,1.0000,5.0000,4.0000,128.4900,1.0000,Hectarea
Sombrerete,11,5636.3700,5250.9700,0.0000,0.0000,39.7400,345.6600,0.0000,Hectarea
Susticacan,2,2901.0000,2901.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Tabasco,1,1.7600,1.7600,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Tepechitlan,1,18.7400,9.3700,0.0000,9.3700,0.0000,0.0000,0.0000,Hectarea
Tepetongo,7,463.5000,88.0000,0.0000,345.0000,10.5000,20.0000,0.0000,Hectarea
Teul de Gonzalez Ortega,2,73.5800,4.9900,0.0000,0.0000,0.0000,68.5900,0.0000,Hectarea
Valparaiso,18,11848.4300,2389.6100,18.6800,327.5300,32.3800,9080.2300,18.6800,Hectarea
Vetagrande,2,93.1100,49.5000,5.4400,27.1600,9.4100,1.6000,5.4400,Hectarea
Villa de Cos,28,20497.4100,9142.6800,1162.6500,513.9100,221.0400,9457.1300,1162.6500,Hectarea
Villa Garcia,4,2506.0700,2081.3800,10.6800,411.0100,3.0000,0.0000,10.6800,Hectarea
Villa Gonzalez Ortega,1,692.0000,5.0000,10.0000,15.0000,0.0000,662.0000,10.0000,Hectarea
Villanueva,1,18.0200,12.0200,0.0000,6.0100,0.0000,0.0000,0.0000,Hectarea
Zacatecas,5,184.2200,184.2200,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Trancoso,2,102.2700,92.4900,0.0000,0.0000,0.0000,9.7800,0.0000,Hectarea
Santa Maria de la Paz,1,2.7400,2.7400,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
"NOTA: La Informacion presentada corresponde a los datos captados en el cuestionario por medio de las preguntas:  15, 15.1 y 15.2",,,,,,,,,
http://www3.inegi.org.mx/sistemas/tabuladosbasicos/default.aspx?c=17351&s=est,,,,,,,,,
